,Benchmark,Hardware Vendor,System,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
843,power_ssj2008,Supermicro Inc.,SYS-5019S-M(X11SSH-F),66.0,15.0,1,4,2,Intel E3-1270 v5,3600,16,8
844,power_ssj2008,Supermicro Inc.,SYS-5019S-MR(X11SSH-F),51.1,19.9,1,4,2,Intel E3-1260L v5,2900,16,8
846,power_ssj2008,Supermicro Inc.,Server 1123US-TR4,412.0,99.2,2,64,2,AMD EPYC 7702,2000,512,256
847,power_ssj2008,Supermicro Inc.,Server 1123US-TR4,303.0,98.4,2,32,2,AMD EPYC 7501,2000,512,128
848,power_ssj2008,Supermicro Inc.,Server 2024US-TRT,464.0,191.0,2,64,2,AMD EPYC 7773X,2200,512,256
849,power_ssj2008,Supermicro Inc.,SuperServer SYS-6029P-WTR,385.0,48.6,2,28,2,Intel Xeon Platinum 8280,2700,192,112
850,power_ssj2008,Supermicro Inc.,SuperServer SYS-6029P-WTR,416.0,48.1,2,28,2,Intel Xeon Platinum 8276M,2200,192,112
851,power_ssj2008,Supermicro Inc.,SuperServer SYS-620C-TN12R,622.0,101.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
852,power_ssj2008,Supermicro Inc.,SuperServer SYS-740GP-TNRT,633.0,118.0,2,40,2,Intel Xeon Platinum 8380,2300,512,160
853,power_ssj2008,Supermicro Inc.,System 1027B-URF,285.0,62.4,2,8,2,Intel Xeon E5-2470,2300,24,32
854,power_ssj2008,Supermicro Inc.,System 6027R-WRF,272.0,83.6,2,8,2,Intel Xeon E5-2660,2200,32,32
855,power_ssj2008,Supermicro Inc.,System 7047GR-TRF,413.0,101.0,2,8,2,Intel Xeon E5-2670,2300,64,32
858,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,186.0,59.5,2,8,1,AMD Opteron 4376 HE,2600,32,16
859,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,256.0,60.9,2,8,1,AMD Opteron 4386,3100,32,16
860,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,109.0,56.8,2,4,1,AMD Opteron 4310 EE,2200,32,8
861,power_ssj2008,UNIWIDE,RC2212,291.0,127.0,2,10,2,Intel(R) Xeon(R) Silver 4210 CPU,2200,768,40
862,power_ssj2008,"Verari Systems, Inc.",RB1305,224.0,53.7,2,4,2,"Intel Xeon X5570,",2930,8,16
863,power_ssj2008,XSLAB,V-Raptor SQ,269.0,206.0,384,1,1,ARM Cortex-A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,256,384
864,power_ssj2008,XSLAB,V-Raptor SQ,269.0,206.0,384,1,1,ARM Cortex A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,256,384
865,power_ssj2008,ZT Systems,1224Ra Datacenter Server,172.0,73.1,2,4,1,AMD Opteron 2377 EE,2300,16,8
866,power_ssj2008,ZT Systems,1224Ra Datacenter Server,178.0,74.6,2,6,1,AMD Opteron 2419 EE,1800,8,12
867,power_ssj2008,ZT Systems,1224Ra Datacenter Server,218.0,80.4,2,6,1,AMD Opteron 2425 HE,2100,16,12
868,power_ssj2008,ZT Systems,1253Ra Datacenter Server,126.0,56.6,2,6,1,AMD Opteron 4164 EE,1800,16,12
869,power_ssj2008,"xFusion Digital Technologies Co., Ltd",FusionServer 2288H V7,836.0,147.0,2,56,2,Intel Xeon Platinum 8480+,2000,512,224
870,power_ssj2008,"xFusion Digital Technologies Co., Ltd",FusionServer 5288 V7,835.0,147.0,2,56,2,Intel Xeon Platinum 8480+,2000,512,224
