Hardware VendorTest Sponsor,SystemEnclosure (if applicable),Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,TotalThreads,TotalMemory (GB),ssj_ops @ 100%,avg. watts@ 100%,avg. watts@ active idle,Result(Overall ssj_ops/watt)
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,1,28,56,48,2944732,217,39.4,12384
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8280,2700,10,280,560,960,29610404,2494,425,10552
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8280,2700,10,280,560,960,28783614,2295,459,11215
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8280,2700,8,224,448,768,23118220,1860,398,10975
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon Platinum 8280,2700,6,168,336,576,17280572,1418,328,10580
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",2,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,384,11556688,982,257,9936
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8280,2700,22,616,1232,2112,63338893,4975,845,11804
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8280,2700,20,560,1120,1920,57553033,4519,779,11754


Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8280,2700,18,504,1008,1728,51793120,4073,714,11676
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8280,2700,16,448,896,1536,46012174,3627,658,11603
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8280,2700,14,392,784,1344,40260576,3182,585,11516
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8280,2700,12,336,672,1152,34460439,2736,518,11390
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 May  8 2019 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8280,2700,24,672,1344,2304,69086440,5384,922,11845
Hewlett Packard Enterprise,"ProLiant DL385 Gen10

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702,2000,2,128,256,256,11092443,423,163,18294
Hewlett Packard Enterprise,"ProLiant DL325 Gen10

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702P,2000,1,64,128,128,5801076,230,78.7,17349
Hewlett Packard Enterprise,"ProLiant DL385 Gen10

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702,2000,2,128,256,256,10661631,422,111,18051
Hewlett Packard Enterprise,"ProLiant DL325 Gen10

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702P,2000,1,64,128,128,5142018,224,70.3,15724
Hewlett Packard Enterprise,"ProLiant DL325 Gen10

 Aug 14 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702P,2000,1,64,128,128,5530830,231,79.5,16226
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus

 Apr 22 2020 | 
    HTML | 
    Text",3,Oracle Corporation,AMD EPYC 7702,2000,6,384,768,768,31966408,1281,524,17076
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus

 Apr 22 2020 | 
    HTML | 
    Text",2,Oracle Corporation,AMD EPYC 7702,2000,4,256,512,512,21298319,894,403,16000
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus

 Apr 22 2020 | 
    HTML | 
    Text",4,Oracle Corporation,AMD EPYC 7702,2000,8,512,1024,1024,42615750,1687,700,17436


Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus

 Apr 22 2020 | 
    HTML | 
    Text",4,Oracle Corporation,AMD EPYC 7742,2250,8,512,1024,1024,43715840,1721,678,17530
Hewlett Packard Enterprise,"Superdome Flex 280 - 4 Socket

 Nov  4 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,768,10102176,1117,258,7550
Hewlett Packard Enterprise,"Superdome Flex 280 - 8 Socket

 Nov  4 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,8,224,448,1536,20132703,2148,500,7628
Hewlett Packard Enterprise,"Superdome Flex 280 - 4 Socket

 Nov  4 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,768,10116731,1158,254,7446
Hewlett Packard Enterprise,"Superdome Flex 280 - 8 Socket

 Nov  4 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,8,224,448,1536,19501160,2132,503,7369
Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12550024,546,120,18329
Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7713,2000,2,128,256,256,11174699,468,109,18268
Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,6319281,272,58,18260
Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,6343544,268,56.8,18845
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",3,Oracle Corporation,AMD EPYC 7763,2450,6,384,768,768,37367143,1731,430,17266
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",2,Oracle Corporation,AMD EPYC 7763,2450,4,256,512,512,24847419,1192,331,16320
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",3,Oracle Corporation,AMD EPYC 7763,2450,6,384,768,768,34394737,1694,352,16205
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",2,Oracle Corporation,AMD EPYC 7763,2450,4,256,512,512,22957212,1173,257,15574


Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",4,Oracle Corporation,AMD EPYC 7763,2450,8,512,1024,1024,49655346,2260,523,17696
Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus

 Mar 15 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,5797203,270,53.7,16823
Hewlett Packard Enterprise,"ProLiant DL380 Gen10 Plus

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8284788,647,143,11857
Hewlett Packard Enterprise,"ProLiant DL360 Gen10 Plus

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8229748,651,119,12170
Hewlett Packard Enterprise,"ProLiant DL380 Gen10 Plus

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8125401,619,127,11735
Hewlett Packard Enterprise,"ProLiant DL360 Gen10 Plus

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8108256,623,110,12052
Hewlett Packard Enterprise,"ProLiant DL110 Gen10 Plus

 Aug 31 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6314U CPU,2300,1,32,64,64,3318199,299,94.1,9581
Hewlett Packard Enterprise,"ProLiant DL110 Gen10 Plus

 Aug 31 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6314U CPU,2300,1,32,64,64,3269735,307,93.8,9247
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,10,400,800,1280,42315362,3344,759,11254
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,16,640,1280,2048,67771076,5282,1107,11621
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,18,720,1440,2304,76183750,5912,1218,11716
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,22,880,1760,2816,93154613,7210,1447,11807
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,20,800,1600,2560,84647457,6559,1335,11765


Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb  3 2022 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,24,960,1920,3072,101627781,7865,1563,11849
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,10,400,800,1280,41895333,3370,897,11291
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,12,480,960,1536,50162414,4005,1038,11470
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,20,800,1600,2560,83725673,6594,1607,11819
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,18,720,1440,2304,75292367,5947,1464,11761
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,16,640,1280,2048,67000991,5313,1324,11670
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,14,560,1120,1792,58639526,4667,1183,11590
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,24,960,1920,3072,100578173,7920,1892,11894
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
HPE Synergy 12000 Frame

 Feb 16 2022 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8380 CPU,2300,22,880,1760,2816,92114977,7262,1749,11845
Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,1,64,128,128,6573563,269,53.2,19510
Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,13211462,548,101,19629
Hewlett Packard Enterprise,"ProLiant DL20 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU,3200,1,8,16,16,849748,81.5,21.5,9366
Hewlett Packard Enterprise,"ProLiant ML30 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU,3200,1,8,16,16,839939,77.2,20,9800


Hewlett Packard Enterprise,"ProLiant ML30 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU,3200,1,8,16,16,861661,78,19.4,10299
Hewlett Packard Enterprise,"ProLiant DL20 Gen10 Plus

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU,3200,1,8,16,16,857910,82.8,21.7,9658
Hewlett Packard Enterprise,"ProLiant DL385 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,23277226,720,125,26228
Hewlett Packard Enterprise,"ProLiant DL365 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,23319812,732,122,25333
Hewlett Packard Enterprise,"ProLiant DL345 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654P,2400,1,96,192,192,11804168,373,72.2,25537
Hewlett Packard Enterprise,"ProLiant DL325 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654P,2400,1,96,192,192,11837369,416,74.5,23299
Hewlett Packard Enterprise,"ProLiant DL385 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,20119490,679,121,22881
Hewlett Packard Enterprise,"ProLiant DL365 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,20146259,702,122,22006
Hewlett Packard Enterprise,"ProLiant DL345 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654P,2400,1,96,192,192,10035127,346,72,22178
Hewlett Packard Enterprise,"ProLiant DL325 Gen11

 Nov 10 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654P,2400,1,96,192,192,10040590,381,72.5,20294
Hewlett Packard Enterprise,"ProLiant ML350 Gen11

 Jan 10 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,11483604,704,208,13061
Hewlett Packard Enterprise,"ProLiant ML350 Gen11

 Jan 10 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,10631584,611,154,13006
Hewlett Packard Enterprise,"ProLiant DL380 Gen11

 Feb  9 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,11430148,689,201,13296


Hewlett Packard Enterprise,"ProLiant DL380 Gen11

 Feb  9 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,10623488,594,158,13288
Hewlett Packard Enterprise,"ProLiant DL360 Gen11

 Feb  9 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,10604458,616,179,12609
Hewlett Packard Enterprise,"ProLiant DL360 Gen11

 Feb  9 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,256,11452507,719,223,12756
"Hewlett-Packard
Hewlett-Packard Company","ProLiant DL385 G6 (2.6GHz AMD Opteron 2435 processor)

 Jul  2 2009 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2435,2600,2,12,12,16,491305,258,120,1307
Hewlett-Packard Company,"Proliant DL360 G5 (3.0 GHz Intel Xeon processor E5450)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon E5450,3000,2,8,8,16,308847,288,180,662
Hewlett-Packard Company,"Proliant DL160 G5 (3.0 GHz Intel Xeon processor E5450)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon E5450,3000,2,8,8,16,308022,269,160,698
Hewlett-Packard Company,"Proliant DL580 G5 (1.86 GHz Intel Xeon processor L7345)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L7345,1860,4,16,16,16,359523,387,271,546
Hewlett-Packard Company,"Proliant DL180 G5 (3.00 GHz Intel Xeon processor E5450)

 Jan 30 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon E5450,3000,2,8,8,16,299610,244,123,778
Hewlett-Packard Company,"ProLiant DL180 G5 (2.50 GHz Intel Xeon processor L5420)

 May 21 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5420,2500,2,8,8,8,282281,189,106,930
Hewlett-Packard Company,"ProLiant DL360 G5 (3.00 GHz Intel Xeon processor E5450)

 Jun  4 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon E5450,3000,2,8,8,16,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL160 G5 (2.50 GHz Intel Xeon processor L5420)

 Jun 18 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5420,2500,2,8,8,16,281914,233,148,734
Hewlett-Packard Company,"ProLiant DL120 G5 (2.83 GHz Intel Xeon processor X3360)

 Jun 20 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon X3360,2833,1,4,4,8,190630,136,69.5,908
Hewlett-Packard Company,"ProLiant DL385 G5 (2.30GHz AMD Opteron processor 2356)

 Nov 20 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2356,2300,2,8,8,8,240914,299,178,498


Hewlett-Packard Company,"ProLiant DL585 G5 (2.70GHz AMD Opteron 8384)

 Dec  4 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 8384,2700,4,16,16,16,622890,521,299,763
Hewlett-Packard Company,"ProLiant DL385 G5p (2.70GHz AMD Opteron processor 2384)

 Dec  4 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,8,341306,257,147,835
Hewlett-Packard Company,"ProLiant DL365 G5 (2.70GHz AMD Opteron processor 2384)

 Jan 14 2009 | 
    HTML | 
    Text",1,BEA SystemsInc.,AMD Opteron 2384,2700,2,8,8,8,337543,268,144,817
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz AMD Opteron 8376 HE)

 Feb 25 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,1093578,799,444,866
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz AMD Opteron 8376 HE)

 Feb 25 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,1066480,796,427,872
Hewlett-Packard Company,"ProLiant DL380 G6 (2.26GHz Intel Xeon L5520 processor)

 Apr  8 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5520,2266,2,8,16,8,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL380 G5 (3.00GHz Intel Xeon 5160 processor)

 Apr  8 2009 | 
    HTML | 
    Text",1,BEA SystemsInc.,Intel Xeon 5160,3000,2,4,4,8,159151,258,172,382
Hewlett-Packard Company,"ProLiant DL380 G5 (2.66GHz Intel Xeon L5430 processor)

 Apr  8 2009 | 
    HTML | 
    Text",1,BEA SystemsInc.,Intel Xeon L5430,2666,2,8,8,16,306620,253,170,734
Hewlett-Packard Company,"ProLiant DL380 G4 (3.8GHz Intel Xeon processor)

 Apr  8 2009 | 
    HTML | 
    Text",1,Sun Microsystems Inc.,Intel Xeon,3800,2,2,4,8,26880,394,226,45.2
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz Intel Xeon processor X5570)

 Apr 23 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5570,2933,2,8,16,8,533105,245,88.4,1586
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz AMD Opteron 8381 HE)

 Jun  3 2009 | 
    HTML | 
    Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,1136736,793,430,905
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz AMD Opteron 8381 HE)

 Jun  3 2009 | 
    HTML | 
    Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,1123158,792,418,927
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000

 Jul  2 2009 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,NC,NC,NC,NC


Hewlett-Packard Company,"ProLiant BL280c G6
HP BladeSystem c7000 Enclosure

 Jul 15 2009 | 
    HTML | 
    Text",16,Oracle Corporation,Intel Xeon L5520,2267,32,128,256,128,7210418,2783,802,1877
Hewlett-Packard Company,"ProLiant DL360 G6

 Aug  5 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz AMD Opteron 2435 processor)

 Aug 26 2009 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 2435,2600,2,12,12,16,535814,260,124,1394
Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz AMD Opteron 8425 HE)

 Sep 14 2009 | 
    HTML | 
    Text",1,IBM Corporation,Six-Core AMD Opteron(r) Processor 8425 HE,2100,8,48,48,32,1696373,852,468,1297
Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz Intel Xeon L5530)
ProLiant SL6000

 Nov  4 2009 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,2111524,664,191,2316
Hewlett-Packard Company,"ProLiant DL360 G6

 Nov  4 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,531629,186,62,2013
Hewlett-Packard Company,"ProLiant DL380 G6

 Nov  4 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,534763,187,63.7,2012
Hewlett-Packard Company,"ProLiant BL2x220c G6
HP BladeSystem c7000 Enclosure

 Nov 18 2009 | 
    HTML | 
    Text",32,IBM Corporation,Intel Xeon L5520,2266,64,256,512,256,16445126,5547,1696,2113
Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz Intel Xeon L5530)
ProLiant h1000 G6

 Jan 13 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,2116272,680,217,2188
Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz AMD Opteron 6174)

 Apr  7 2010 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6174,2200,2,12,24,16,888819,271,101,2355
Hewlett-Packard Company,"ProLiant SL2X170z G6
ProLiant SL6000

 Apr 21 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,3417531,858,194,3106
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz Intel Xeon X5670 processor)

 Apr 21 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,872258,250,68.9,2692
Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz Intel Xeon X5670 processor)

 Apr 21 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,902465,249,68.1,2780


Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz Intel Xeon X5670 processor)
ProLiant h1000 G6

 Apr 21 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,3444415,952,219,2882
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz Intel Xeon X5670 processor)
ProLiant h1000 G6

 May 13 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,3424663,883,216,3008
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000

 Jun  2 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,2097467,656,179,2357
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000

 Jun 17 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,2889017,662,181,3210
Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz Intel Xeon L5640 processor)

 Jul 28 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,732062,178,54.6,2979
Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz Intel Xeon L5640 processor)

 Aug 11 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,725620,172,53.6,3052
Hewlett-Packard Company,"ProLiant DL170e G6
HP ProLiant DL2000

 Dec  1 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,2886872,660,178,3212
Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz Intel Xeon X5675 processor)

 Feb 24 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,894314,222,52.3,3197
Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz Intel Xeon X5675 processor)
ProLiant SL6500

 Oct  4 2011 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon X5675,3067,16,96,192,128,7299642,1761,389,3322
